pharmacy_name,province,city,address,phone,drug_brand,drug_generic,available_days,pharmacy_url
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,قلم تزریق ملیتاید 18 میلی گرم/3 میلی لیتر,Liraglutide,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,قلم تزریق ویکیتاید 6 میلی گرم/میلی لیتر 3 میلی لیتر,Liraglutide,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,سرنگ از پیش پرشده سیناپویتین 10000 واحد,Recombinant Erythropoietin,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,سرنگ از پیش پرشده سیناپویتین 4000 واحد,Recombinant Erythropoietin,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,کپسول ویاس 50 میلی گرم,Lisdexamfetamine,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,کپسول ویاس 70 میلی گرم,Lisdexamfetamine,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,کپسول ویاس 30 میلی گرم,Lisdexamfetamine,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,کپسول ویاس 20 میلی گرم,Lisdexamfetamine,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,کپسول ویاس 10 میلی گرم,Lisdexamfetamine,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,قرص پیوسته رهش ریتافن 18 میلی گرم,Methylphenidate,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,سرنگ پر شده آماده تزریق روفیلاک 2 میلی لیتری,Anti-D Immunoglobulin-IM,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,سافت ژل کانیمونه ام ای 25 میلی گرم,Ciclosporin,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,سافت ژل سیلورین 50 میلی گرم,Ciclosporin,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,ساشه فسفومایسین ایران دارو 3 گرم,Fosfomycin,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر انارکی,تهران,تهران,استان تهران - شهرستان تهران - بلوار ارتش (شرق به غرب) - بعد از دانشگاه پیام نور - بعد از خیابان نخل - پلاک 133.,02122448500,سافت ژل سیلورین 25 میلی گرم,Ciclosporin,تا 43 روز دیگر موجود,https://www.darooyab.ir/ph-11250/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A7%D9%86%D8%A7%D8%B1%DA%A9%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر مهین دخت کیهانی,تهران,تهران,استان تهران - شهرستان تهران - محله جهاد - خیابان کاج شمالی (صدیقی) - بین خیابان 12 و شهید افشار پلاک 179 - طبقه اول .,02188354792,,,,https://www.darooyab.ir/ph-11254/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D9%87%DB%8C%D9%86-%D8%AF%D8%AE%D8%AA-%DA%A9%DB%8C%D9%87%D8%A7%D9%86%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه گل سنگ,تهران,تهران,استان تهران - شهرستان تهران - میدان پونک - بلوار میرزا بابایی - مجتمع آرش پلاک 220.,02144463702,,,,https://www.darooyab.ir/ph-11256/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%DA%AF%D9%84-%D8%B3%D9%86%DA%AF-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه اطلس,تهران,تهران,استان تهران - شهرستان تهران - خیابان گاندی شمالی - کوچه صانعی - پلاک 19 - ساختمان پزشکان - طبقه همکف.,02188792305,,,,https://www.darooyab.ir/ph-11257/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%A7%D8%B7%D9%84%D8%B3-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر محمد ولی پور,تهران,تهران,استان تهران - شهرستان تهران - شهرک گلستان (شهرک راه آهن) - خیابان هوانیروز - پلاک 227 - واحد تجاری.,02144710865,,,,https://www.darooyab.ir/ph-11265/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AD%D9%85%D8%AF-%D9%88%D9%84%DB%8C-%D9%BE%D9%88%D8%B1-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر صنعتی,تهران,تهران,استان تهران - شهرستان تهران - خیابان پاسداران - نبش دشتستان 5 - پلاک 54.,02122846189,,,,https://www.darooyab.ir/ph-11270/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%B5%D9%86%D8%B9%D8%AA%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,ویال الوکسال 100 میلی گرم/20 میلی لیتر,Oxaliplatin,تا 59 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,ویال الوکسال 50 میلی گرم/10 میلی لیتر - آلوکسال,Oxaliplatin,تا 59 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,پودر قابل تزریق اگزالی پلاتین 100 میلی گرم,Oxaliplatin,تا 59 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,شربت ویتابیوتیکس مگستون ب6 200 میلی لیتر,Herbal Combination For kidny,تا 59 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,واکسن پرونار 13,Pneumococcal Vaccines,تا 59 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,شربت تریس اوریکس فورت ایی,Appetizer Combination,تا 49 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,ویال اربیتوکس 5 میلی گرم/میلی لیتر 20 میلی لیتر,Cetuximab,تا 58 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,آمپول ایرینوتکان آکویدا 40میلی گرم/2 میلی لیتر,Irinotecan,تا 57 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,آمپول ایرینوتکان آکویدا 100 میلی گرم/5 میلی لیتر,Irinotecan,تا 57 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,ویال ایرینوتکان سبحان انکولوژی 40 میلی گرم/2 میلی لیتر,Irinotecan,تا 57 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,قلم تزریق زیرجلدی اسپارتینا 7.5 میلی گرم/0.5 میلی لیتر,Tirzepatide,تا 57 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,آمپول پاراتل 1 گرم/6.7 میلی لیتر,Acetaminophen,تا 55 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,آمپول انوکساپارین اسوه 2000 واحد,Enoxaparin Sodium,تا 55 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,آمپول انوکساپارین اسوه 8000 واحد,Enoxaparin Sodium,تا 55 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,آمپول فلوفنازین ادیت 25 میلی گرم/میلی لیتر,Fluphenazine,تا 55 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,آمپول فلوفنازین استروپ 25 میلی گرم/میلی لیتر,Fluphenazine,تا 55 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,پودر قابل تزریق جم سیتابین 200میلی گرم,Gemcitabine,تا 55 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,پودر قابل تزریق جمسیتابین 1گرم,Gemcitabine,تا 55 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,پودر قابل تزریق جمسیتابین 1 گرم اکتاویس,Gemcitabine,تا 55 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر بنی اسدی,تهران,تهران,استان تهران - شهرستان تهران - تهرانپارس - بلوار شاهد - پایین تر از چهار راه سیدالشهدا - پلاک 21.,02177330092,پودر قابل تزریق جمسیتابین 200 میلی گرم اکتاویس,Gemcitabine,تا 55 روز دیگر موجود,https://www.darooyab.ir/ph-11274/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%A8%D9%86%DB%8C-%D8%A7%D8%B3%D8%AF%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر لیلا خورابه,تهران,تهران,استان تهران - شهرستان تهران - سعادت اباد- خیابان 31 شرقی (جندونی)- پلاک 8 - طبقه همکف، تلفن 09127113987.,02188689854,قرص اسکای وومن ویت اسکای,Multivitamin preparation,تا 19 روز دیگر موجود,https://www.darooyab.ir/ph-11275/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%84%DB%8C%D9%84%D8%A7-%D8%AE%D9%88%D8%B1%D8%A7%D8%A8%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
روزانه دکتر لیلا خورابه,تهران,تهران,استان تهران - شهرستان تهران - سعادت اباد- خیابان 31 شرقی (جندونی)- پلاک 8 - طبقه همکف، تلفن 09127113987.,02188689854,کپسول نواکسا عبیدی,Mushrooms,تا 18 روز دیگر موجود,https://www.darooyab.ir/ph-11275/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%84%DB%8C%D9%84%D8%A7-%D8%AE%D9%88%D8%B1%D8%A7%D8%A8%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86
